"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\02_A1.d"," DAD1 - B:Sig=260,4  Ref=360,60 02_A1.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\87_G6.d" ,"7" ,3.409,3.509,3.621,12.40,63.45,8.95,43.84,6.53,0.212,0.081,-0.82,-1.13,3.390,3.398,3.636,3.639,-0.82,-1.13,1.06,11.44,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\87_G6.d" ,"8" ,6.642,6.864,7.999,28.29,708.72,100.00,100.00,72.97,1.358,0.408,-2.08,-0.28,6.640,6.642,7.999,8.000,-2.08,-0.28,4.34,26.50,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\88_G7.d"," DAD1 - B:Sig=260,4  Ref=360,60 88_G7.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\88_G7.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\88_G7.d" ,"1" ,0.407,0.423,0.492,7.37,17.79,2.51,26.07,1.80,0.085,0.032,-0.23,1.02,0.396,0.396,0.481,0.499,-0.23,-0.30,5.11,7.13,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\88_G7.d" ,"2" ,0.492,0.517,0.568,5.09,12.56,1.77,18.01,1.27,0.076,0.038,1.02,0.19,0.481,0.499,0.563,0.572,-0.30,-0.37,1.56,4.77,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\88_G7.d" ,"3" ,0.573,0.591,0.642,27.89,29.59,4.17,98.60,2.99,0.069,0.014,0.51,0.15,0.563,0.572,0.651,0.654,-0.37,-0.43,1.89,27.51,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\88_G7.d" ,"4" ,1.122,1.170,1.261,14.76,42.07,5.93,52.18,4.25,0.140,0.044,-0.24,-0.07,1.099,1.115,1.290,1.293,-0.24,-0.07,1.60,14.58,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\88_G7.d" ,"5" ,3.105,3.217,3.374,13.62,82.17,11.58,48.14,8.30,0.269,0.094,-0.81,-0.81,3.084,3.091,3.387,3.390,-0.81,-0.81,1.22,12.81,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\88_G7.d" ,"6" ,3.401,3.504,3.628,14.44,74.86,10.55,51.06,7.57,0.227,0.082,-0.79,-1.12,3.387,3.390,3.626,3.629,-0.79,-1.14,1.04,13.50,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\88_G7.d" ,"7" ,3.628,3.695,3.759,2.00,7.42,1.05,7.06,0.75,0.131,0.059,-1.12,-1.22,3.626,3.629,3.757,3.760,-1.14,-1.35,0.86,0.75,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\88_G7.d" ,"8" ,3.759,3.816,3.888,3.89,13.33,1.88,13.74,1.35,0.129,0.054,-1.22,-1.55,3.757,3.760,3.896,3.902,-1.35,-1.55,1.05,2.45,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\88_G7.d" ,"9" ,6.639,6.864,8.000,28.29,709.62,100.00,100.00,71.72,1.361,0.408,-2.06,-0.29,6.637,6.639,7.999,8.000,-2.06,-0.29,4.30,26.52,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\89_G8.d"," DAD1 - B:Sig=260,4  Ref=360,60 89_G8.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\89_G8.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\89_G8.d" ,"1" ,0.365,0.379,0.392,12.53,12.50,1.77,27.20,1.07,0.027,0.031,-0.66,-17.71,0.355,0.356,0.394,0.395,-0.66,-17.71,0.39,3.47,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\89_G8.d" ,"2" ,0.408,0.424,0.487,8.99,21.04,2.98,19.51,1.80,0.080,0.034,0.03,1.39,0.394,0.395,0.475,0.493,0.03,0.06,4.51,9.02,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\89_G8.d" ,"3" ,0.487,0.514,0.566,7.57,18.88,2.67,16.43,1.61,0.079,0.039,1.39,0.46,0.475,0.493,0.562,0.570,0.06,0.08,1.23,7.63,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\89_G8.d" ,"4" ,0.571,0.590,0.640,46.05,47.93,6.78,100.00,4.10,0.069,0.015,1.05,0.55,0.562,0.570,0.651,0.654,0.09,0.11,1.80,46.15,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\89_G8.d" ,"5" ,0.674,0.708,0.756,4.88,9.30,1.32,10.60,0.80,0.082,0.028,0.32,0.36,0.651,0.654,0.742,0.769,0.12,0.15,1.61,5.01,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\89_G8.d" ,"6" ,1.112,1.164,1.260,24.08,69.86,9.89,52.29,5.97,0.148,0.044,-0.15,0.11,1.100,1.106,1.317,1.324,-0.15,0.08,1.62,24.02,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\89_G8.d" ,"7" ,3.098,3.204,3.366,22.46,134.76,19.07,48.78,11.53,0.267,0.094,-0.53,-0.59,3.060,3.063,3.364,3.367,-0.53,-0.67,1.22,21.88,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\89_G8.d" ,"8" ,3.375,3.491,3.616,23.09,123.79,17.52,50.14,10.59,0.241,0.084,-0.58,-0.80,3.364,3.367,3.624,3.626,-0.67,-0.80,1.05,22.36,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\89_G8.d" ,"9" ,3.628,3.686,3.739,2.26,7.82,1.11,4.90,0.67,0.111,0.058,-0.80,-0.86,3.624,3.626,3.746,3.754,-0.80,-0.86,0.97,1.43,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\89_G8.d" ,"10" ,3.750,3.808,3.884,4.83,16.61,2.35,10.50,1.42,0.133,0.054,-0.99,-1.43,3.746,3.754,3.882,3.885,-0.99,-1.46,1.04,3.64,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\89_G8.d" ,"11" ,6.644,6.864,7.999,28.26,706.67,100.00,61.35,60.44,1.355,0.408,-1.97,-0.21,6.641,6.646,7.999,8.000,-1.97,-0.21,4.25,26.57,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\90_G9.d"," DAD1 - B:Sig=260,4  Ref=360,60 90_G9.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\90_G9.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\90_G9.d" ,"1" ,0.406,0.425,0.482,13.37,35.89,5.08,24.19,2.82,0.076,0.040,-1.84,2.02,0.393,0.394,0.463,0.487,-1.84,-1.84,3.45,11.53,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\90_G9.d" ,"2" ,0.482,0.511,0.566,12.75,39.55,5.60,23.07,3.11,0.084,0.054,2.02,1.10,0.463,0.487,0.561,0.570,-1.84,-1.84,1.20,10.91,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\90_G9.d" ,"3" ,0.570,0.590,0.640,55.28,59.67,8.45,100.00,4.69,0.070,0.015,1.65,0.78,0.561,0.570,0.646,0.661,-0.43,0.03,1.80,54.98,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\90_G9.d" ,"4" ,0.679,0.707,0.754,5.61,10.72,1.52,10.15,0.84,0.076,0.028,0.50,0.44,0.646,0.661,0.743,0.771,0.44,0.07,1.56,5.91,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\90_G9.d" ,"5" ,1.106,1.160,1.279,28.18,82.99,11.75,50.98,6.52,0.173,0.045,-0.08,0.07,1.104,1.107,1.308,1.314,-0.12,0.05,1.60,28.11,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\90_G9.d" ,"6" ,3.078,3.194,3.351,26.56,158.63,22.47,48.04,12.47,0.273,0.093,-0.68,-0.38,3.054,3.056,3.356,3.359,-0.68,-0.38,1.23,26.00,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\90_G9.d" ,"7" ,3.372,3.486,3.615,25.68,143.62,20.34,46.46,11.29,0.242,0.088,-0.37,-0.71,3.356,3.359,3.615,3.627,-0.37,-0.71,1.05,25.15,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\90_G9.d" ,"8" ,3.626,3.688,3.752,2.70,9.68,1.37,4.89,0.76,0.126,0.059,-0.72,-0.89,3.615,3.627,3.751,3.753,-0.72,-0.90,0.92,1.90,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\90_G9.d" ,"9" ,3.752,3.811,3.872,5.48,18.39,2.60,9.91,1.45,0.119,0.054,-0.89,-1.06,3.751,3.753,3.908,3.911,-0.90,-1.06,1.06,4.51,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\90_G9.d" ,"10" ,4.426,4.471,4.531,2.85,7.09,1.00,5.15,0.56,0.105,0.039,-2.04,-2.06,4.421,4.424,4.535,4.539,-2.04,-2.06,1.27,0.80,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\90_G9.d" ,"11" ,6.646,6.864,7.999,28.23,706.11,100.00,51.06,55.50,1.353,0.408,-1.93,-0.20,6.635,6.638,7.997,8.000,-1.93,-0.20,4.16,26.58,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\92_G10.d"," DAD1 - B:Sig=260,4  Ref=360,60 92_G10.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\92_G10.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\92_G10.d" ,"1" ,0.365,0.379,0.393,15.33,15.97,2.26,35.60,1.31,0.028,0.031,-0.94,-22.24,0.355,0.356,0.395,0.395,-0.94,-22.24,0.39,3.58,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\92_G10.d" ,"2" ,0.409,0.425,0.485,8.63,17.45,2.47,20.04,1.43,0.076,0.032,1.08,1.61,0.395,0.395,0.461,0.491,1.08,1.08,2.64,9.71,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\92_G10.d" ,"3" ,0.489,0.513,0.558,7.17,15.14,2.14,16.65,1.24,0.069,0.032,1.82,1.58,0.461,0.491,0.558,0.578,1.72,1.48,1.87,8.81,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\92_G10.d" ,"4" ,0.587,0.602,0.651,43.06,47.36,6.69,100.00,3.88,0.065,0.016,1.77,0.77,0.558,0.578,0.663,0.665,1.67,0.70,1.99,44.50,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\92_G10.d" ,"5" ,0.729,0.757,0.806,5.87,11.31,1.60,13.64,0.93,0.078,0.030,0.11,-0.07,0.691,0.731,0.816,0.820,0.09,-0.07,1.55,5.91,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\92_G10.d" ,"6" ,1.168,1.224,1.342,25.33,77.20,10.91,58.81,6.33,0.174,0.047,-0.31,-0.18,1.164,1.168,1.342,1.345,-0.32,-0.18,1.56,25.05,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\92_G10.d" ,"7" ,3.191,3.314,3.476,24.98,149.75,21.16,58.00,12.28,0.285,0.094,-0.94,-0.83,3.171,3.178,3.475,3.478,-0.97,-0.83,1.19,24.07,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\92_G10.d" ,"8" ,3.486,3.577,3.684,29.75,135.08,19.09,69.09,11.08,0.197,0.071,-0.75,-0.81,3.475,3.478,3.682,3.688,-0.75,-1.00,1.09,28.89,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\92_G10.d" ,"9" ,3.684,3.746,3.800,3.65,12.46,1.76,8.48,1.02,0.116,0.054,-0.81,-0.91,3.682,3.688,3.799,3.801,-1.00,-1.14,0.91,2.57,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\92_G10.d" ,"10" ,3.800,3.857,3.918,6.86,21.97,3.10,15.94,1.80,0.119,0.051,-0.91,-1.29,3.799,3.801,3.935,3.938,-1.14,-1.29,1.03,5.65,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\92_G10.d" ,"11" ,4.443,4.488,4.553,3.30,8.27,1.17,7.66,0.68,0.110,0.039,-2.21,-2.24,4.433,4.445,4.553,4.555,-2.21,-2.24,1.25,1.08,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\92_G10.d" ,"12" ,6.643,6.867,7.999,28.27,707.55,100.00,65.64,58.02,1.357,0.408,-2.05,-0.26,6.634,6.643,7.999,8.000,-2.05,-0.26,4.14,26.51,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\93_G11.d"," DAD1 - B:Sig=260,4  Ref=360,60 93_G11.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\93_G11.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\93_G11.d" ,"1" ,0.364,0.378,0.392,17.27,18.24,2.58,44.76,1.51,0.028,0.031,-1.05,-26.28,0.354,0.356,0.394,0.394,-1.05,-26.28,0.40,3.23,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\93_G11.d" ,"2" ,0.394,0.425,0.484,35.61,140.34,19.86,92.29,11.60,0.090,0.085,-28.50,1.55,0.394,0.394,0.464,0.489,-28.50,-19.26,2.49,10.24,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\93_G11.d" ,"3" ,0.484,0.512,0.566,9.47,24.62,3.48,24.55,2.04,0.082,0.039,1.55,0.69,0.464,0.489,0.562,0.571,-0.04,0.01,1.05,9.45,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\93_G11.d" ,"4" ,0.574,0.593,0.644,38.59,41.27,5.84,100.00,3.41,0.070,0.015,1.74,0.42,0.562,0.571,0.656,0.658,0.01,0.05,1.74,38.61,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\93_G11.d" ,"5" ,1.126,1.180,1.320,19.96,59.86,8.47,51.73,4.95,0.194,0.045,-0.26,-0.24,1.117,1.121,1.320,1.322,-0.27,-0.24,1.60,19.70,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\93_G11.d" ,"6" ,3.111,3.233,3.399,18.99,114.96,16.27,49.21,9.50,0.289,0.094,-0.91,-0.81,3.103,3.106,3.398,3.402,-0.93,-0.81,1.21,18.12,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\93_G11.d" ,"7" ,3.409,3.517,3.641,20.15,103.81,14.69,52.21,8.58,0.232,0.081,-0.81,-1.07,3.405,3.410,3.639,3.641,-0.81,-1.13,1.07,19.19,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\93_G11.d" ,"8" ,6.644,6.868,7.999,28.23,706.75,100.00,73.15,58.42,1.355,0.408,-2.06,-0.33,6.640,6.645,7.999,8.000,-2.06,-0.33,4.10,26.45,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\94_G12.d"," DAD1 - B:Sig=260,4  Ref=360,60 94_G12.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\94_G12.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\94_G12.d" ,"1" ,0.362,0.377,0.391,20.20,22.22,3.14,52.39,2.01,0.029,0.030,-1.14,-32.09,0.355,0.356,0.393,0.394,-1.14,-32.09,0.43,2.91,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\94_G12.d" ,"2" ,0.408,0.426,0.482,11.19,26.32,3.72,29.03,2.38,0.075,0.036,-0.01,1.75,0.393,0.394,0.465,0.488,-0.01,0.01,3.45,11.19,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\94_G12.d" ,"3" ,0.482,0.511,0.566,10.37,26.12,3.69,26.91,2.36,0.084,0.036,1.75,0.80,0.465,0.488,0.561,0.570,0.01,0.03,1.13,10.39,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\94_G12.d" ,"4" ,0.572,0.591,0.644,38.56,41.13,5.81,100.00,3.72,0.072,0.015,1.65,0.33,0.561,0.570,0.652,0.656,0.03,0.05,1.76,38.59,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\94_G12.d" ,"5" ,1.116,1.169,1.295,19.81,58.77,8.30,51.38,5.31,0.179,0.045,-0.14,-0.08,1.104,1.106,1.295,1.298,-0.16,-0.08,1.63,19.68,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\94_G12.d" ,"6" ,3.094,3.214,3.386,18.67,113.32,16.01,48.41,10.25,0.292,0.094,-0.81,-0.69,3.093,3.095,3.385,3.389,-0.84,-0.69,1.23,17.89,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\94_G12.d" ,"7" ,3.394,3.503,3.619,19.04,100.57,14.21,49.39,9.09,0.226,0.083,-0.63,-0.86,3.385,3.389,3.630,3.635,-0.63,-0.86,1.04,18.30,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\94_G12.d" ,"8" ,3.758,3.816,3.889,2.89,9.84,1.39,7.50,0.89,0.131,0.054,-1.21,-1.51,3.757,3.759,3.900,3.902,-1.21,-1.51,1.05,1.55,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\94_G12.d" ,"9" ,6.650,6.869,8.000,28.22,707.75,100.00,73.18,63.99,1.350,0.408,-1.95,-0.29,6.636,6.643,7.999,8.000,-1.95,-0.29,4.06,26.53,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\95_H1.d"," DAD1 - B:Sig=260,4  Ref=360,60 95_H1.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\95_H1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\95_H1.d" ,"1" ,0.363,0.377,0.391,19.41,20.72,2.93,68.68,2.20,0.028,0.030,-0.96,-29.97,0.355,0.356,0.393,0.394,-0.96,-29.97,0.42,3.72,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\95_H1.d" ,"2" ,0.407,0.425,0.482,11.80,28.35,4.00,41.76,3.01,0.075,0.037,-0.06,2.10,0.393,0.394,0.461,0.488,-0.06,-0.01,3.65,11.75,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\95_H1.d" ,"3" ,0.482,0.510,0.567,10.20,25.56,3.61,36.10,2.71,0.085,0.035,2.10,0.70,0.461,0.488,0.561,0.571,-0.01,0.06,1.08,10.22,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\95_H1.d" ,"4" ,0.568,0.593,0.641,19.75,21.49,3.04,69.89,2.28,0.072,0.015,0.75,0.31,0.561,0.571,0.655,0.656,0.06,0.11,1.17,19.83,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\95_H1.d" ,"5" ,1.118,1.173,1.280,10.08,29.79,4.21,35.68,3.16,0.162,0.045,-0.16,-0.14,1.114,1.116,1.280,1.283,-0.19,-0.14,1.58,9.91,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\95_H1.d" ,"6" ,3.107,3.217,3.369,9.52,57.71,8.15,33.69,6.12,0.261,0.094,-0.79,-0.82,3.092,3.094,3.366,3.371,-0.79,-0.93,1.26,8.67,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\95_H1.d" ,"7" ,3.395,3.506,3.609,9.97,51.01,7.20,35.29,5.41,0.214,0.081,-0.89,-1.05,3.393,3.395,3.621,3.624,-0.94,-1.05,1.04,8.98,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\95_H1.d" ,"8" ,6.641,6.865,7.998,28.26,708.06,100.00,100.00,75.11,1.357,0.408,-2.04,-0.25,6.637,6.641,7.997,8.000,-2.04,-0.25,4.26,26.51,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\96_H2.d"," DAD1 - B:Sig=260,4  Ref=360,60 96_H2.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\96_H2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\96_H2.d" ,"1" ,0.363,0.377,0.391,21.93,23.52,3.31,55.90,2.12,0.028,0.030,-1.00,-35.04,0.355,0.356,0.393,0.394,-1.00,-35.04,0.41,3.41,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\96_H2.d" ,"2" ,0.407,0.426,0.481,12.10,29.07,4.10,30.86,2.62,0.074,0.037,-0.11,2.17,0.393,0.394,0.462,0.486,-0.11,-0.11,3.34,12.00,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\96_H2.d" ,"3" ,0.481,0.510,0.566,11.56,31.10,4.38,29.47,2.80,0.085,0.039,2.17,0.81,0.462,0.486,0.561,0.570,-0.11,-0.11,1.10,11.45,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\96_H2.d" ,"4" ,0.571,0.591,0.641,39.22,42.17,5.95,100.00,3.80,0.070,0.015,1.59,0.56,0.561,0.570,0.653,0.656,-0.05,-0.03,1.69,39.18,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\96_H2.d" ,"5" ,1.113,1.166,1.303,19.91,59.08,8.33,50.77,5.32,0.190,0.045,-0.08,-0.06,1.106,1.112,1.303,1.305,-0.08,-0.06,1.62,19.84,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\96_H2.d" ,"6" ,3.082,3.204,3.377,18.86,113.84,16.05,48.08,10.26,0.295,0.094,-0.76,-0.63,3.074,3.080,3.376,3.379,-0.80,-0.63,1.25,18.13,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\96_H2.d" ,"7" ,3.383,3.496,3.612,18.99,101.64,14.33,48.42,9.16,0.229,0.084,-0.62,-0.85,3.376,3.379,3.627,3.629,-0.62,-0.85,1.03,18.26,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\96_H2.d" ,"8" ,6.640,6.872,8.000,28.24,709.38,100.00,72.00,63.92,1.360,0.409,-2.00,-0.24,6.638,6.640,7.999,8.000,-2.00,-0.24,4.06,26.55,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\97_H3.d"," DAD1 - B:Sig=260,4  Ref=360,60 97_H3.d"
